Distrito  Município	Freguesia	Nª Hab.	Área (ha)                 
Viseu    Lamego    Sande    1 134     311
Viseu    Lamego    Valdigem    1 195     1 089
Viseu    Lamego    Várzea de Abrunhais    478    716
Viseu    Lamego    Vila Nova de Souto D'El-Rei    868    940
Viseu    Mangualde    Abrunhosa-a-Velha    689    1 738
Viseu    Mangualde    Alcafache    1 029     1 294
Viseu    Mangualde    Chãs de Tavares    1 200     2 264
Viseu    Mangualde    Cunha Alta    211    417
Viseu    Mangualde    Cunha Baixa    1 133     1 562
Viseu    Mangualde    Espinho    1 226     1 531
Viseu    Mangualde    Fornos de Maceira Dão    1 360     1 620
Viseu    Mangualde    Freixiosa    280    716
Viseu    Mangualde    Lobelhe do Mato    317    136
Viseu    Mangualde    Mangualde    8 904     3 479
Viseu    Mangualde    Mesquitela    954    668
Viseu    Mangualde    Moimenta de Maceira Dão    664    639
Viseu    Mangualde    Póvoa de Cervães    225    776
Viseu    Mangualde    Quintela de Azurara    580    985
Viseu    Mangualde    Santiago de Cassurrães    1 412     2 234
Viseu    Mangualde    S. João da Fresta    281    752
Viseu    Mangualde    Travanca de Tavares    155    417
Viseu    Mangualde    Várzea de Tavares    370    844
Viseu    Moimenta da Beira    Aldeia de Nacomba    149    680
Viseu    Moimenta da Beira    Alvite    1 228     2 031
Viseu    Moimenta da Beira    Arcozelos    744    856
Viseu    Moimenta da Beira    Ariz    164    771
Viseu    Moimenta da Beira    Baldos    253    416
Viseu    Moimenta da Beira    Cabaços    395    1 183
Viseu    Moimenta da Beira    Caria    579    1 582
Viseu    Moimenta da Beira    Castelo    315    642
Viseu    Moimenta da Beira    Leomil    1 250     3 940
Viseu    Moimenta da Beira    Moimenta da Beira    2 402     1 017
Viseu    Moimenta da Beira    Nagosa    162    458
Viseu    Moimenta da Beira    Paradinha    133    629
Viseu    Moimenta da Beira    Passô    443    317
Viseu    Moimenta da Beira    Pêra Velha    264    1 311
Viseu    Moimenta da Beira    Peva    513    1 992
Viseu    Moimenta da Beira    Rua    678    942
Viseu    Moimenta da Beira    Sarzedo    200    852
Viseu    Moimenta da Beira    Segões    114    220
Viseu    Moimenta da Beira    Sever    603    1 252
Viseu    Moimenta da Beira    Vilar    485    884
Viseu    Mortágua    Almaça    95    742
Viseu    Mortágua    Cercosa    357    890
Viseu    Mortágua    Cortegaça    468    1 160
Viseu    Mortágua    Espinho    1 412     4 140
Viseu    Mortágua    Marmeleira    533    1 652
Viseu    Mortágua    Mortágua    2 797     2 738
Viseu    Mortágua    Pala    1 042     4 910
Viseu    Mortágua    Sobral    2 430     6 439
Viseu    Mortágua    Trezói    495    1 607
Viseu    Mortágua    Vale de Remígio    750    581
Viseu    Nelas    Aguieira    620    549
Viseu    Nelas    Canas de Senhorim    3 555     2 566
Viseu    Nelas    Carvalhal Redondo    1 066     791
Viseu    Nelas    Lapa do Lobo    772    1 059
Viseu    Nelas    Moreira    707    378
Viseu    Nelas    Nelas    4 073     2 147
Viseu    Nelas    Santar    1 156     1 247
Viseu    Nelas    Senhorim    1 453     3 108
Viseu    Nelas    Vilar Seco    881    937
Viseu    Oliveira de Frades    Arca    387    911
Viseu    Oliveira de Frades    Arcozelo das Maias    1 617     2 107
Viseu    Oliveira de Frades    Destriz    397    1 286
Viseu    Oliveira de Frades    Oliveira de Frades    2 410     1 177
Viseu    Oliveira de Frades    Pinheiro    1 369     2 225
Viseu    Oliveira de Frades    Reigoso    375    1 272
Viseu    Oliveira de Frades    Ribeiradio    1 208     1 517
Viseu    Oliveira de Frades    S. João da Serra    643    1 221
Viseu    Oliveira de Frades    S. Vicente de Lafões    793    778
Viseu    Oliveira de Frades    Sejães    249    551
Viseu    Oliveira de Frades    Souto de Lafões    703    576
Viseu    Oliveira de Frades    Varzielas    434    1 124 
Viseu    Penalva do Castelo    Antas    331    1 018
Viseu    Penalva do Castelo    Castelo de Penalva    1 070     2 735
Viseu    Penalva do Castelo    Esmolfe    485    1 070
Viseu    Penalva do Castelo    Germil    445    541
Viseu    Penalva do Castelo    Ínsua    2 045     968
Viseu    Penalva do Castelo    Lusinde    247    204
Viseu    Penalva do Castelo    Mareco    128    393
Viseu    Penalva do Castelo    Matela    226    826
Viseu    Penalva do Castelo    Pindo    2 245     1 682
Viseu    Penalva do Castelo    Real    294    479
Viseu    Penalva do Castelo    Sezures    854    2 274
Viseu    Penalva do Castelo    Trancozelos    332    516
Viseu    Penalva do Castelo    Vila Cova do Covelo    317    887
Viseu    Penedono    Antas    239    1 621
Viseu    Penedono    Beselga    354    1 519
Viseu    Penedono    Castainço    182    1 400
Viseu    Penedono    Granja    181    1 020
Viseu    Penedono    Ourozinho    186    834
Viseu    Penedono    Penedono    1 085     2 827
Viseu    Penedono    Penela da Beira    410    1 596
Viseu    Penedono    Póvoa de Penela    432    928
Viseu    Penedono    Souto    376    1 525
Viseu    Resende    Anreade    1 168     550
Viseu    Resende    Barrô    1 035     1 023
Viseu    Resende    Cárquere    941    786
Viseu    Resende    Feirão    131    470
Viseu    Resende    Felgueiras    315    827
Viseu    Resende    Freigil    480    456
Viseu    Resende    Miomães    391    277
Viseu    Resende    Ovadas    337    1 019
Viseu    Resende    Panchorra    178    1 325
Viseu    Resende    Paus    643    1 316
Viseu    Resende    Resende    2 873     1 199
Viseu    Resende    S. Cipriano    858    618
Viseu    Resende    S. João de Fontoura    857    521
Viseu    Resende    S. Martinho de Mouros    1 738     1 467
Viseu    Resende    S. Romão de Aregos    425    417
Viseu    S. João da Pesqueira    Castanheiro do Sul    474    2 138
Viseu    S. João da Pesqueira    Ervedosa do Douro    1 424     3 971
Viseu    S. João da Pesqueira    Espinhosa    161    770
Viseu    S. João da Pesqueira    Nagozelo do Douro    517    661
Viseu    S. João da Pesqueira    Paredes da Beira    733    2 332
Viseu    S. João da Pesqueira    Pereiros    116    809
Viseu    S. João da Pesqueira    Riodades    567    1 920
Viseu    S. João da Pesqueira    S. João da Pesqueira    1 989     5 074
Viseu    S. João da Pesqueira    Soutelo do Douro    522    1 824
Viseu    S. João da Pesqueira    Trevões    639    2 155
Viseu    S. João da Pesqueira    Vale de Figueira    585    1 039
Viseu    S. João da Pesqueira    Valongo dos Azeites    262    448
Viseu    S. João da Pesqueira    Várzea de Trevões    237    930
Viseu    S. João da Pesqueira    Vilarouco    427    2 685 
Viseu    S. Pedro do Sul    Baiões    300    244
Viseu    S. Pedro do Sul    Bordonhos    603    515
Viseu    S. Pedro do Sul    Candal    150    1 551
Viseu    S. Pedro do Sul    Carvalhais    1 762     3 189
Viseu    S. Pedro do Sul    Covas do Rio    179    2 651
Viseu    S. Pedro do Sul    Figueiredo de Alva    1 026     1 556
Viseu    S. Pedro do Sul    Manhouce    836    4 053
Viseu    S. Pedro do Sul    Pindelo dos Milagres    714    1 936
Viseu    S. Pedro do Sul    Pinho    983    1 552
Viseu    S. Pedro do Sul    Sta. Cruz da Trapa    1 389     2 129
Viseu    S. Pedro do Sul    S. Cristóvão de Lafões    231    711
Viseu    S. Pedro do Sul    S. Félix    399    373
Viseu    S. Pedro do Sul    S. Martinho das Moitas    354    2 721
Viseu    S. Pedro do Sul    S. Pedro do Sul    4 011     1 232
Viseu    S. Pedro do Sul    Serrazes    1 104     1 619
Viseu    S. Pedro do Sul    Sul    1 409     4 748
Viseu    S. Pedro do Sul    Valadares    1 007     2 042
Viseu    S. Pedro do Sul    Várzea    1 499     637
Viseu    S. Pedro do Sul    Vila Maior    1 127     1 409 
Viseu    Sta. Comba Dão    Couto do Mosteiro    1 275     1 590
Viseu    Sta. Comba Dão    Nagozela    528    756
Viseu    Sta. Comba Dão    Ovoa    1 007     1 820
Viseu    Sta. Comba Dão    Pinheiro de Ázere    1 003     1 114
Viseu    Sta. Comba Dão    Sta. Comba Dão    3 241     1 121
Viseu    Sta. Comba Dão    S. Joaninho    1 184     866
Viseu    Sta. Comba Dão    S. João de Areias    2 283     2 144
Viseu    Sta. Comba Dão    Treixedo    1 104     1 320
Viseu    Sta. Comba Dão    Vimieiro    848    523
Viseu    Sátão    Águas Boas    225    795
Viseu    Sátão    Avelal    560    681
Viseu    Sátão    Decermilo    215    439
Viseu    Sátão    Ferreira de Aves    2 722     6 511
Viseu    Sátão    Forles    93    667
Viseu    Sátão    Mioma    1 174     1 605
Viseu    Sátão    Rio de Moinhos    1 066     1 047
Viseu    Sátão    Romãs    1 099     3 374
Viseu    Sátão    S. Miguel de Vila Boa    1 479     1 449
Viseu    Sátão    Sátão    3 721     1 810
Viseu    Sátão    Silvã de Cima    549    663
Viseu    Sátão    Vila Longa    241    799
Viseu    Sernancelhe    Arnas    246    1 664
Viseu    Sernancelhe    Carregal    510    1 973
Viseu    Sernancelhe    Chosendo    250    1 072
Viseu    Sernancelhe    Cunha    351    1 916
Viseu    Sernancelhe    Escurquela    151    847
Viseu    Sernancelhe    Faia    171    327
Viseu    Sernancelhe    Ferreirim    562    1 030
Viseu    Sernancelhe    Fonte Arcada    279    1 187
Viseu    Sernancelhe    Freixinho    152    581
Viseu    Sernancelhe    Granjal    305    1 684
Viseu    Sernancelhe    Lamosa    195    1 901
Viseu    Sernancelhe    Macieira    117    1 179
Viseu    Sernancelhe    Penso    244    771
Viseu    Sernancelhe    Quintela    332    1 277
Viseu    Sernancelhe    Sarzeda    596    2 106
Viseu    Sernancelhe    Sernancelhe    1 194     2 356
Viseu    Sernancelhe    Vila da Ponte    572    1 271 
Viseu    Sernancelhe    Adorigo    420    1 055
Viseu    Sernancelhe    Arcos    206    790
Viseu    Sernancelhe    Barcos    658    981
Viseu    Sernancelhe    Chavães    372    994
Viseu    Sernancelhe    Desejosa    189    770
Viseu    Sernancelhe    Granja do Tedo    227    467
Viseu    Sernancelhe    Granjinha    52    248
Viseu    Sernancelhe    Longa    357    726
Viseu    Sernancelhe    Paradela    151    580
Viseu    Sernancelhe    Pereiro    156    485
Viseu    Sernancelhe    Pinheiros    199    821
Viseu    Sernancelhe    Sta. Leocádia    134    299
Viseu    Sernancelhe    Sendim    867    2 175
Viseu    Sernancelhe    Tabuaço    1 780     1 116
Viseu    Sernancelhe    Távora    420    698
Viseu    Sernancelhe    Vale de Figueira    146    471
Viseu    Sernancelhe    Valença do Douro    451    896
Viseu    Tabuaço    Adorigo    420    1 055
Viseu    Tabuaço    Arcos    206    790
Viseu    Tabuaço    Barcos    658    981
Viseu    Tabuaço    Chavães    372    994
Viseu    Tabuaço    Desejosa    189    770
Viseu    Tabuaço    Granja do Tedo    227    467
Viseu    Tabuaço    Granjinha    52    248
Viseu    Tabuaço    Longa    357    726
Viseu    Tabuaço    Paradela    151    580
Viseu    Tabuaço    Pereiro    156    485
Viseu    Tabuaço    Pinheiros    199    821
Viseu    Tabuaço    Sta. Leocádia    134    299
Viseu    Tabuaço    Sendim    867    2 175
Viseu    Tabuaço    Tabuaço    1 780     1 116
Viseu    Tabuaço    Távora    420    698
Viseu    Tabuaço    Vale de Figueira    146    471
Viseu    Tabuaço    Valença do Douro    451    896
Viseu    Tarouca    Dálvares    621    304
Viseu    Tarouca    Gouviães    481    262
Viseu    Tarouca    Granja Nova    410    686
Viseu    Tarouca    Mondim da Beira    747    526
Viseu    Tarouca    Salzedas    861    892
Viseu    Tarouca    S. João de Tarouca    735    2 246
Viseu    Tarouca    Tarouca    3 416     1 968
Viseu    Tarouca    Ucanha    423    528
Viseu    Tarouca    Várzea da Serra    380    2 119
Viseu    Tarouca    Vila Chã da Beira    234    619
Viseu    Tondela    Barreiro de Besteiros    1 061     3 400
Viseu    Tondela    Campo de Besteiros    1 395     790
Viseu    Tondela    Canas de Sta. Maria    2 020     1 408
Viseu    Tondela    Caparrosa    910    1 802
Viseu    Tondela    Castelões    1 768     1 689
Viseu    Tondela    Dardavaz    962    1 633
Viseu    Tondela    Ferreirós do Dão    410    835
Viseu    Tondela    Guardão    1 834     1 877
Viseu    Tondela    Lajeosa    2 209     2 431
Viseu    Tondela    Lobão da Beira    1 207     1 411
Viseu    Tondela    Molelos    2 640     1 483
Viseu    Tondela    Mosteirinho    223    1 888
Viseu    Tondela    Mosteiro de Fráguas    621    1 031
Viseu    Tondela    Mouraz    998    922
Viseu    Tondela    Nandufe    645    428
Viseu    Tondela    Parada de Gonta    812    712
Viseu    Tondela    Sabugosa    623    839
Viseu    Tondela    Santiago de Besteiros    1 473     1 444
Viseu    Tondela    S. João do Monte    1 096     4 841
Viseu    Tondela    S. Miguel do Outeiro    969    1 038
Viseu    Tondela    Silvares    184    834
Viseu    Tondela    Tonda    1 115     869
Viseu    Tondela    Tondela    3 935     1 087
Viseu    Tondela    Tourigo    571    890
Viseu    Tondela    Vila Nova da Rainha    540    566
Viseu    Tondela    Vilar de Besteiros    931    1 177 
Viseu    Vila Nova de Paiva    Alhais    527    1 285
Viseu    Vila Nova de Paiva    Fráguas    279    1 663
Viseu    Vila Nova de Paiva    Pendilhe    648    2 421
Viseu    Vila Nova de Paiva    Queiriga    712    3 546
Viseu    Vila Nova de Paiva    Touro    1 247     4 775
Viseu    Vila Nova de Paiva    Vila Cova à Coelheira    1 317     3 217
Viseu    Vila Nova de Paiva    Vila Nova de Paiva    1 411     830
Viseu    Viseu    Abraveses    8 036     1 195
Viseu    Viseu    Barreiros    334    519
Viseu    Viseu    Boa Aldeia    589    822
Viseu    Viseu    Bodiosa    3 110     2 560
Viseu    Viseu    Calde    1 647     3 836
Viseu    Viseu    Campo    4 358     1 548
Viseu    Viseu    Cavernães    1 471     1 413
Viseu    Viseu    Cepões    1 368     2 750
Viseu    Viseu    Cota    1 281     4 050
Viseu    Viseu    Couto de Baixo    780    1 120
Viseu    Viseu    Couto de Cima    886    1 302
Viseu    Viseu    Fail    778    692
Viseu    Viseu    Farminhão    787    1 072
Viseu    Viseu    Fragosela    2 228     1 082
Viseu    Viseu    Lordosa    1 884     2 326
Viseu    Viseu    Mundão    1 703     1 579
Viseu    Viseu    Orgens    3 462     1 053
Viseu    Viseu    Povolide    1 959     2 022
Viseu    Viseu    Ranhados    3 996     658
Viseu    Viseu    Repeses    2 040     502
Viseu    Viseu    Ribafeita    1 461     1 859
Viseu    Viseu    Rio de Loba    8 407     1 574
Viseu    Viseu    Santos Evos    1 642     1 243
Viseu    Viseu    S. Cipriano    1 337     1 257
Viseu    Viseu    S. João de Lourosa    4 316     2 430
Viseu    Viseu    S. Pedro de France    1 451     1 864
Viseu    Viseu    S. Salvador    3 087     507
Viseu    Viseu    Silgueiros    3 590     3 686
Viseu    Viseu    Torredeita    1 451     1 572
Viseu    Viseu    Vil de Souto    710    811
Viseu    Viseu    Vila Chã de Sá    1 798     837
Viseu    Viseu    Viseu (Coração de Jesus)    8 716     227
